,TITLE,JOURNAL_ID,YEAR,CITED_IN,CITED_OUT
5630,"Comparison of full multiple spawning, trajectory surface hopping, and converged quantum mechanics for electronically nonadiabatic dynamics",47,2001,1,0
5631,QUANTUM CORRECTIONS TO CLASSICAL PHOTO-DISSOCIATION MODELS,47,1978,1,0
5632,TIME-DEPENDENT APPROACH TO SEMICLASSICAL DYNAMICS,47,1975,1,0
5633,INTERSECTION OF POTENTIAL ENERGY SURFACES IN POLYATOMIC MOLECULES,47,1963,1,0
5634,Adiabatic approach for ultrafast quantum dynamics mediated by simultaneously active conical intersections,47,2001,1,0
5635,Quantum dynamics of photoexcited cyclohexadiene introducing reactive coordinates,47,2000,1,0
5636,Ab initio molecular dynamics and time-resolved photoelectron spectroscopy of electronically excited uracil and thymine,47,2007,1,0
5637,Systematic control of photochemistry: The dynamics of photoisomerization of a model cyanine dye,47,2005,1,0
5638,Non-Born-Oppenheimer molecular dynamics,47,2006,1,0
5639,TOWARD A GENERAL-THEORY OF CONICAL INTERSECTIONS IN SYSTEMS OF IDENTICAL NUCLEI,47,1987,1,0
5640,CONICAL INTERSECTIONS IN A SYSTEM OF 4 IDENTICAL NUCLEI,47,1985,1,0
5641,MULTIMODE MOLECULAR-DYNAMICS BEYOND THE BORN-OPPENHEIMER APPROXIMATION,47,1984,1,0
5642,Photochemistry of hydrogen-bonded aromatic pairs: Quantum dynamical calculations for the pyrrole-pyridine complex,47,2008,1,0
5643,Exploring the role of decoherence in condensed-phase nonadiabatic dynamics: A comparison of different mixed quantum/classical simulation algorithms for the excited hydrated electron,47,2006,1,0
5644,Nonadiabatic interactions in wave packet dynamics of the bromoacetyl chloride photodissociation,47,2004,1,0
5645,Direct quantum dynamics using variational multi-configuration Gaussian wavepackets. Implementation details and test case,47,2007,1,0
5646,Direct quantum dynamics using variational multi-configuration Gaussian wavepackets,47,2006,1,0
5647,Automatic generation of active coordinates for quantum dynamics calculations: Application to the dynamics of benzene photochemistry,47,2008,1,0
5648,Controlling S-1/S-0 Decay and the Balance between Photochemistry and Photostability in Benzene: A Direct Quantum Dynamics Study,47,2008,1,0
5649,CLASSICAL TRAJECTORIES USING FULL ABINITIO POTENTIAL-ENERGY SURFACE H-+CH4-]CH4+H-,47,1978,1,0
5650,Implementation of ab initio multiple spawning in the MOLPRO quantum chemistry package,47,2008,1,0
5651,Ab Initio Multiple Spawning Dynamics of Excited Butadiene: Role of Charge Transfer,47,2009,1,0
5652,Simulation of a complex spectrum: Interplay of five electronic states and 21 vibrational degrees of freedom in C5H4+,47,2005,1,0
5653,"ELECTRONIC HAMILTONIAN, WAVE-FUNCTIONS, AND ENERGIES, AND DERIVATIVE COUPLING BETWEEN BORN-OPPENHEIMER STATES IN THE VICINITY OF A CONICAL INTERSECTION",47,1983,1,0
5654,CONDITIONS FOR THE DEFINITION OF A STRICTLY DIABATIC ELECTRONIC BASIS FOR MOLECULAR-SYSTEMS,47,1982,1,0
5655,CLASSICAL ANALOG FOR ELECTRONIC DEGREES OF FREEDOM IN NON-ADIABATIC COLLISION PROCESSES,47,1979,1,0
5656,Functional Representation for the Born-Oppenheimer Diagonal Correction and Born-Huang Adiabatic Potential Energy Surfaces for Isotopomers of H-3,47,2009,1,0
5657,Ab initio classical trajectories on the Born-Oppenheimer surface: Hessian-based integrators using fifth-order polynomial and rational function fits,47,1999,1,0
5658,Two aspects of ultrafast photodynamics: molecular photo-ionization and coherent control of molecular fragmentation and photoreactions involving conical intersections,47,2002,1,0
5659,Beyond the van der Lugt/Oosterhoff Model: When the Conical Intersection Seam and the S-1 Minimum Energy Path Do Not Cross,47,2010,1,0
5660,"Time-dependent, direct, nonadiabatic, molecular reaction dynamics",47,2007,1,0
5661,First Principles Dynamics and Minimum Energy Pathways for Mechanochemical Ring Opening of Cyclobutene,47,2009,1,0
5662,Determining quasidiabatic coupled electronic state Hamiltonians using derivative couplings: A normal equations based method,47,2008,1,0
5663,"Mechanism of an exceptional class of photostabilizers: A seam of conical intersection parallel to excited state intramolecular proton transfer (ESIPT) in o-hydroxyphenyl-(1,3,5)-triazine",47,2005,1,0
5664,Combining multideterminantal wave functions with density functionals to handle near-degeneracy in atoms and molecules,47,2002,1,0
5665,Spin-Orbit Vibronic Coupling in Jahn-Teller and Renner Systems,47,2009,1,0
5666,Photochemistry from first principles - advances and future prospects,47,2001,1,0
5667,Molecular dynamics of pyrazine after excitation to the S(2) electronic state using a realistic 24-mode model Hamiltonian,47,1999,1,0
5668,Photochemical processes: potential energy surface topology and rationalization using VB arguments,47,2001,1,0
5669,A computational strategy for organic photochemistry,47,2000,2,0
5670,The role of molecular orientation and light polarization on the control of bond dissociation. Time-dependent simulations for CH2BrCl,47,2009,1,0
5671,Insights into excited-state and isomerization dynamics of bacteriorhodopsin from ultrafast transient UV absorption,47,2006,1,0
5672,CLASSICAL WAVEPACKET DYNAMICS THROUGH A CONICAL INTERSECTION - APPLICATION TO THE S-1/S-0 PHOTOCHEMISTRY OF BENZENE,47,1995,1,0
5673,DIABATIC AND ADIABATIC REPRESENTATIONS FOR ATOMIC COLLISION PROBLEMS,47,1969,1,0
5674,Photodynamics Simulations of Thymine: Relaxation into the First Excited Singlet State,47,2009,2,0
5675,Ab Initio Multiple Spawning Dynamics Using Multi-State Second-Order Perturbation Theory,47,2009,1,0
5676,ADIABATIC ELECTRONIC ENERGIES AND NONADIABATIC COUPLINGS TO ALL ORDERS FOR SYSTEM OF 3 IDENTICAL NUCLEI WITH CONICAL INTERSECTION,47,1985,1,0
5677,"Photoinduced dynamics of ethene in the N, V, and Z valence states: A six-dimensional nonadiabatic quantum dynamics investigation",47,2004,1,0
5678,Photodynamics in Complex Environments: Ab Initio Multiple Spawning Quantum Mechanical/Molecular Mechanical Dynamics,47,2009,1,0
5679,DYNAMICS OF ORGANIC REACTIONS,47,1973,1,0
5680,SEMICLASSICAL TRAJECTORY APPROACH TO PHOTOISOMERIZATION,47,1975,1,0
5681,Using photoelectron spectroscopy to unravel the excited-state dynamics of benzene,47,2007,1,0
5682,Using the MCTDH wavepacket propagation method to describe multimode non-adiabatic dynamics,47,2008,1,0
5683,Solving the time-dependent Schrodinger equation for nuclear motion in one step: direct dynamics of non-adiabatic systems,47,2008,1,0
5684,A novel algorithm for non-adiabatic direct dynamics using variational Gaussian wavepackets,47,2004,1,0
5685,Nonadiabatic dynamics: A comparison of surface hopping direct dynamics with quantum wavepacket calculations,47,2003,1,0
5686,Wavepacket dynamics study of Cr(CO)(5) after formation by photodissociation: relaxation through an (E circle plus A) circle times e Jahn-Teller conical intersection,47,2006,1,0
5687,Applying direct molecular dynamics to non-adiabatic systems,47,2002,1,0
5688,Electronic transitions with quantum trajectories,47,2001,1,0
5689,"An ""optimal"" spawning algorithm for adaptive basis set expansion in nonadiabatic dynamics",47,2009,1,0
5690,Conical intersections: Diabolical and often misunderstood,47,1998,1,0
5691,On the adiabatic to diabatic states transformation near intersections of conical intersections,47,2000,1,0
5692,Current issues in nonadiabatic chemistry,47,1996,1,0
5693,"Toward eliminating the electronic structure bottleneck in nonadiabatic dynamics on the fly: An algorithm to fit nonlocal, quasidiabatic, coupled electronic state Hamiltonians based on ab initio electronic structure data",47,2010,1,0
5694,MOLECULAR ORBITAL CORRELATION DIAGRAMS MOBIUS SYSTEMS AND FACTORS CONTROLLING GROUND- AND EXCITED-STATE REACTIONS .2.,47,1966,1,0
5695,Energy component analysis of rotational barriers,47,1968,1,0
5696,ORIGIN OF ROTATION AND INVERSION BARRIERS,47,1990,1,0
5697,Conformational Dependence of sigma-Electron Delocalization in Linear Chains: Permethylated Oligosilanes,47,2009,1,0
5698,Effect of torsional potential on the predicted phase behavior of n-alkanes,47,2009,1,0
5699,The case for steric repulsion causing the staggered conformation of ethane,47,2003,1,0
5700,"A butane analogue, 3-hexyne, is eclipsed",47,2004,1,0
5701,QUANTUM-MECHANICAL STUDIES ON THE ORIGIN OF BARRIERS TO INTERNAL-ROTATION ABOUT SINGLE BONDS,47,1979,1,0
5702,ANTISYMMETRIZATION EFFECTS IN BOND-ORBITAL MODELS OF INTERNAL-ROTATION BARRIERS,47,1980,1,0
5703,A Theoretical View on the Conformer Stabilization of Butane,47,2009,1,0
5704,Role of Short-Range Electrostatics in Torsional Potentials,47,2008,1,0
5705,"LOCALIZED CHARGE DISTRIBUTIONS .1. GENERAL THEORY, ENERGY PARTITIONING, AND INTERNAL ROTATION BARRIER IN ETHANE",47,1971,1,0
5706,"Is there a general rule for the gauche effect in the conformational isomerism of 1,2-disubstituted ethanes?",47,2007,1,0
5707,Origin of methyl internal rotation barriers,47,1999,1,0
5708,Flexing analysis of ethane internal rotation energetics,47,1999,1,0
5709,Flexing analysis of steric exchange repulsion accompanying ethane internal rotation,47,1998,1,0
5710,An intrinsic reaction coordinate calculation of the torsional potential in ethane: Comparison of the computationally and experimentally derived torsional transitions and the rotational barrier,47,2003,1,0
5711,ENTHALPY DIFFERENCE BETWEEN CONFORMERS OF N-BUTANE AND THE POTENTIAL FUNCTION GOVERNING CONFORMATIONAL INTERCHANGE,47,1995,1,0
5712,BARRIER TO INTERNAL-ROTATION IN ETHANE FROM THE MICROWAVE-SPECTRUM OF CH3CHD2,47,1979,1,0
5713,ELECTRONIC-STRUCTURES AND REACTIVITIES OF PYRAMIDAL ALKENES AND CARBONYLS,47,1983,1,0
5714,ELECTRONIC ORIGINS AND CONSEQUENCES OF PYRAMIDALIZATION OF ASYMMETRIC ALKENES IN GROUND AND TRIPLET EXCITED-STATES,47,1983,1,0
5715,Origin of methyl torsional potential barrier - An overview,47,2002,1,0
5716,Steric effect: A quantitative description from density functional theory,47,2007,1,0
5717,Toward understanding the nature of internal rotation barriers with a new energy partition scheme: Ethane and n-butane,47,2008,1,0
5718,BARRIER TO INTERNAL-ROTATION IN ETHANE,47,1973,1,0
5719,A Critical Analysis on the Rotation Barriers in Butane,47,2010,1,0
5720,Block-localized wavefunction (BLW) method at the density functional theory (DFT) level,47,2007,2,0
5721,The magnitude of hyperconjugation in ethane: A perspective from ab initio valence bond theory,47,2004,1,0
5722,An energetic measure of aromaticity and antiaromaticity based on the Pauling-Wheland resonance energies,47,2006,1,0
5723,Energy decomposition analysis of intermolecular interactions using a block-localized wave function approach,47,2000,1,0
5724,Theoretical analysis of electronic delocalization,47,1998,1,0
5725,"Carbon-carbon rotational barriers in butane, 1-butene, and 1,3-butadiene",47,1996,1,0
5726,POTENTIAL ENERGIES FOR ROTATION ABOUT SINGLE BONDS,47,1951,1,0
5727,THE BARRIER TO INTERNAL-ROTATION IN ETHANE,47,1983,1,0
5728,NATURAL BOND ORBITAL ANALYSIS OF INTERNAL-ROTATION BARRIERS AND RELATED PHENOMENA,47,1991,1,0
5729,THE INFRA-RED SPECTRUM OF C2H6,47,1949,1,0
5730,Steric strain versus hyperconjugative stabilization in ethane congeners,47,2005,1,0
5731,Empirical force-field assessment: The interplay between backbone torsions and noncovalent term scaling,47,2005,1,0
5732,BOND-FUNCTION ANALYSIS OF ROTATIONAL BARRIERS - ETHANE,47,1968,1,0
5733,Effect of solvation and confinement on the trans-gauche isomerization reaction in n-butane,47,2006,1,0
5734,Energy decomposition analysis,47,2012,1,0
5735,Rebuttal to the Bickelbaupt-Baerends case for steric repulsion causing the staggered conformation of ethane,47,2003,1,0
5736,THE PROBLEM OF BARRIERS TO INTERNAL ROTATION IN MOLECULES,47,1959,1,0
5737,Secondary-structure preferences of force fields for proteins evaluated by generalized-ensemble simulations,47,2004,1,0
5738,Ultrafast carbon-carbon single-bond rotational isomerization in room-temperature solution,47,2006,1,0
5739,Nonadiabatic deactivation of 9H-adenine: A comprehensive picture based on mixed quantum-classical dynamics,47,2008,1,0
5740,A massively parallel multireference configuration interaction program: The parallel COLUMBUS program,47,1997,1,0
5741,Analytic evaluation of nonadiabatic coupling terms at the MR-CI level. II. Minima on the crossing seam: Formaldehyde and the photodimerization of ethylene,47,2004,1,0
5742,A systematic theoretical investigation of the lowest valence- and Rydberg-excited singlet states of trans-butadiene. The character of the 1(1)B(u) (V) state revisited,47,2004,1,0
5743,ITERATIVE CALCULATION OF A FEW OF LOWEST EIGENVALUES AND CORRESPONDING EIGENVECTORS OF LARGE REAL-SYMMETRIC MATRICES,47,1975,1,0
5744,THE CALCULATION OF ABINITIO MOLECULAR GEOMETRIES - EFFICIENT OPTIMIZATION BY NATURAL INTERNAL COORDINATES AND EMPIRICAL CORRECTION BY OFFSET FORCES,47,1992,1,0
5745,THE AVERAGED COUPLED-PAIR FUNCTIONAL (ACPF) - A SIZE-EXTENSIVE MODIFICATION OF MR CI(SD),47,1988,1,0
5746,MOLCAS: a program package for computational chemistry,47,2003,1,0
5747,NEW IMPLEMENTATION OF THE GRAPHICAL UNITARY-GROUP APPROACH FOR MULTI-REFERENCE DIRECT CONFIGURATION-INTERACTION CALCULATIONS,47,1981,1,0
5748,Analytic evaluation of nonadiabatic coupling terms at the MR-CI level. I. Formalism,47,2004,1,0
5749,Intensities in the spectra of actinyl ions,47,2000,1,0
5750,Large-Scale Parallel Uncontracted Multireference-Averaged Quadratic Coupled Cluster: The Ground State of the Chromium Dimer Revisited,47,2009,1,0
5751,A systematic ab initio investigation of the open and ring structures of ozone,47,1998,1,0
5752,The ethylene 1 B-1(1u) V state revisited,47,1999,1,0
5753,The accuracy of molecular bond lengths computed by multireference electronic structure methods,47,2008,1,0
5754,MULTIREFERENCE AVERAGED QUADRATIC COUPLED-CLUSTER METHOD - A SIZE-EXTENSIVE MODIFICATION OF MULTIREFERENCE CI,47,1993,1,0
5755,Excitation energies and transition moments by the multireference averaged quadratic coupled cluster (MR-AQCC) method,47,2000,1,0
5756,An extended multireference study of the electronic states of para-benzyne,47,2008,1,0
5757,Spin-orbit configuration interaction using the graphical unitary group approach and relativistic core potential and spin-orbit operators,47,1999,1,0
5758,MODEL POTENTIAL FOR POSITIVE IONS,47,1965,1,0
5759,PSEUDOPOTENTIALS THAT WORK - FROM H TO PU,47,1982,1,0
5760,IMPROVED ABINITIO EFFECTIVE CORE POTENTIALS FOR MOLECULAR CALCULATIONS,47,1979,1,0
5761,APPROXIMATE RELATIVISTIC CORRECTIONS TO ATOMIC RADIAL WAVE-FUNCTIONS,47,1976,1,0
5762,Improved relativistic energy-consistent pseudopotentials for 3d-transition metals,47,2005,1,0
5763,Accurate Relativistic Small-Core Pseudopotentials for Actinides. Energy Adjustment for Uranium and First Applications to Uranium Hydride,47,2009,1,0
5764,THEORETICAL METHOD TO DETERMINE ATOMIC PSEUDOPOTENTIALS FOR ELECTRONIC-STRUCTURE CALCULATIONS OF MOLECULES AND SOLIDS,47,1975,1,0
5765,ABINITIO EFFECTIVE CORE POTENTIALS INCLUDING RELATIVISTIC EFFECTS - A PROCEDURE FOR THE INCLUSION OF SPIN-ORBIT-COUPLING IN MOLECULAR WAVEFUNCTIONS,47,1981,1,0
5766,PSEUDOPOTENTIAL APPROACH INCLUDING RELATIVISTIC EFFECTS,47,1978,1,0
5767,ABINITIO EFFECTIVE CORE POTENTIALS FOR MOLECULAR CALCULATIONS - POTENTIALS FOR THE TRANSITION-METAL ATOMS SC TO HG,47,1985,1,0
5768,ABINITIO EFFECTIVE CORE POTENTIALS FOR MOLECULAR CALCULATIONS - POTENTIALS FOR K TO AU INCLUDING THE OUTERMOST CORE ORBITALS,47,1985,1,0
5769,THE ABINITIO MODEL POTENTIAL METHOD - MAIN GROUP ELEMENTS,47,1987,1,0
5770,THEORY OF SEPARABILITY OF MANY-ELECTRON SYSTEMS,47,1971,1,0
5771,A direct test of the validity of the use of pseudopotentials in molecules,47,1968,1,0
5772,ABINITIO EFFECTIVE CORE POTENTIALS - REDUCTION OF ALL-ELECTRON MOLECULAR-STRUCTURE CALCULATIONS TO CALCULATIONS INVOLVING ONLY VALENCE-ELECTRONS,47,1976,1,0
5773,ABINITIO EFFECTIVE CORE POTENTIALS INCLUDING RELATIVISTIC EFFECTS .1. FORMALISM AND APPLICATIONS TO XE AND AU ATOMS,47,1977,1,0
5774,Correlation consistent valence basis sets for use with the Stuttgart-Dresden-Bonn relativistic effective core potentials: The atoms Ga-Kr and In-Xe,47,2001,1,0
5775,CALCULATION OF INTEGRALS OVER ABINITIO PSEUDOPOTENTIALS,47,1981,1,0
5776,TREATMENT OF INTERSHELL CORRELATION-EFFECTS IN ABINITIO CALCULATIONS BY USE OF CORE POLARIZATION POTENTIALS - METHOD AND APPLICATION TO ALKALI AND ALKALINE-EARTH ATOMS,47,1984,1,0
5777,Systematically convergent basis sets with relativistic pseudopotentials. II. Small-core pseudopotentials and correlation consistent basis sets for the post-d group 16-18 elements,47,2003,1,0
5778,NEW METHOD FOR CALCULATING WAVE FUNCTIONS IN CRYSTALS AND MOLECULES,47,1959,1,0
5779,SPIN-ORBIT (CORE) AND CORE POTENTIAL INTEGRALS,47,1991,1,0
5780,ELECTRONIC-STRUCTURE METHODS FOR HEAVY-ATOM MOLECULES,47,1988,1,0
5781,UNTERSUCHUNGEN ZUM KOMBINIERTEN NAHERUNGSVERFAHREN,47,1955,1,0
5782,RELATIVISTIC EFFECTS IN STRUCTURAL CHEMISTRY,47,1988,1,0
5783,Revised basis sets for the LANL effective core potentials,47,2008,1,0
5784,HELLMANNS PSEUDOPOTENTIAL METHOD .2. THEORETICAL BASIS,47,1968,1,0
5785,MULTICENTER INTEGRALS OVER LONG-RANGE OPERATORS USING CARTESIAN GAUSSIAN FUNCTIONS,47,1988,1,0
5786,RELATIVISTIC AB-INITIO MODEL POTENTIAL CALCULATIONS INCLUDING SPIN-ORBIT EFFECTS THROUGH THE WOOD-BORING HAMILTONIAN,47,1995,1,0
5787,Multicenter integrals over polarization potential operators,47,1999,1,0
5788,"RELATIVISTIC COMPACT EFFECTIVE POTENTIALS AND EFFICIENT, SHARED-EXPONENT BASIS-SETS FOR THE 3RD-ROW, 4TH-ROW, AND 5TH-ROW ATOMS",47,1992,1,0
5789,"CU AND AG AS ONE-VALENCE-ELECTRON ATOMS - PSEUDOPOTENTIAL RESULTS FOR CU-2, AG-2, CUH, AGH, AND THE CORRESPONDING CATIONS",47,1983,1,0
5790,Generalized relativistic effective core potential: Theoretical grounds,47,1999,1,0
5791,EFFICIENT PSEUDOPOTENTIALS FOR PLANE-WAVE CALCULATIONS,47,1991,1,0
5792,SOFT SELF-CONSISTENT PSEUDOPOTENTIALS IN A GENERALIZED EIGENVALUE FORMALISM,47,1990,1,0
5793,ABINITIO EFFECTIVE CORE POTENTIALS FOR MOLECULAR CALCULATIONS - POTENTIALS FOR MAIN GROUP ELEMENTS NA TO BI,47,1985,1,0
5794,USE OF PSEUDOPOTENTIALS IN ATOMIC-STRUCTURE CALCULATIONS,47,1968,1,0
5795,Multiconfiguration Dirac-Hartree-Fock Adjusted Energy-Consistent Pseudopotential for Uranium: Spin-Orbit Configuration Interaction and Fock-Space Coupled-Cluster Study of U4+ and U5+,47,2009,1,0
5796,"Balanced basis sets of split valence, triple zeta valence and quadruple zeta valence quality for H to Rn: Design and assessment of accuracy",47,2005,1,0
5797,IMPROVED PAULI HAMILTONIAN FOR LOCAL-POTENTIAL PROBLEMS,47,1978,1,0
5798,The cell as a collection of protein machines: Preparing the next generation of molecular biologists,47,1998,1,0
5799,Combined use of NMR relaxation measurements and hydrodynamic calculations to study protein association. Evidence for tetramers of low molecular weight protein tyrosine phosphatase in solution,47,2003,1,0
5800,NMR spectroscopy of paramagnetic metalloproteins,47,2005,1,0
5801,Rapid validation of the overall structure of an internal domain-swapped mutant of the anti-HIV protein cyanovirin-N using residual dipolar couplings,47,2001,1,0
5802,Recent progress in the study of biomolecular structure and dynamics in solution from residual dipolar couplings,47,2005,1,0
5803,Low-Resolution Structures of Transient Protein-Protein Complexes Using Small-Angle X-ray Scattering,47,2009,1,0
5804,Protein structure determination from NMR chemical shifts,47,2007,1,0
5805,"Theory, Practice, and Applications of Paramagnetic Relaxation Enhancement for the Characterization of Transient Low-Population States of Biological Macromolecules and Their Complexes",47,2009,1,0
5806,Accurate and rapid docking of protein-protein complexes on the basis of intermolecular nuclear Overhauser enhancement data and dipolar couplings by rigid body minimization,47,2000,1,0
5807,United we stand: combining structural methods,47,2008,1,0
5808,On the Use of low-resolution Data to Improve Structure Prediction of Proteins and Protein Complexes,47,2009,1,0
5809,Simultaneous prediction of protein folding and docking at high resolution,47,2009,1,0
5810,Conformational changes of p97 during nucleotide hydrolysis determined by small-angle X-ray scattering,47,2005,1,0
5811,HYDRONMR: Prediction of NMR relaxation of globular proteins from atomic-level structures and hydrodynamic calculations,47,2000,1,0
5812,Hydrodynamic models and computational methods for NMR relaxation,47,2005,1,0
5813,PSI-2: Structural Genomics to Cover Protein Domain Family Space,47,2009,1,0
5814,Fitting of high-resolution structures into electron microscopy reconstruction images,47,2005,1,0
5815,"Protein NMR relaxation: theory, applications and outlook",47,1998,1,0
5816,Integration of small-angle X-ray scattering data into structural modeling of proteins and their assemblies,47,2008,1,0
5817,"Solution structure of the 40,000 M-r phosphoryl transfer complex between the N-terminal domain of enzyme I and HPr",47,1999,1,0
5818,Structural basis of hepatocyte growth factor/scatter factor and MET signalling,47,2006,1,0
5819,Analysis of protein complexes using mass spectrometry,47,2007,1,0
5820,Realizing the potential of electron cryo-microscopy,47,2004,1,0
5821,Subunit architecture of multimeric complexes isolated directly from cells,47,2006,1,0
5822,Ensemble approach for NMR structure refinement against H-1 paramagnetic relaxation enhancement data arising from a flexible paramagnetic group attached to a macromolecule,47,2004,1,0
5823,Small-angle scattering for structural biology-Expanding the frontier while avoiding the pitfalls,47,2010,1,0
5824,NMR studies of Brownian tumbling and internal motions in proteins,47,2001,1,0
5825,Hybrid approaches: applying computational methods in cryo-electron microscopy,47,2009,1,0
5826,Accurate characterization of weak macromolecular interactions by titration of NMR residual dipolar couplings: application to the CD2AP SH3-C:ubiquitin complex,47,2009,1,0
5827,Structures of protein-protein complexes are docked using only NMR restraints from residual dipolar coupling and chemical shift perturbations,47,2002,1,0
5828,An Atomistic View to the Gas Phase Proteome,47,2009,1,0
5829,Elongation arrest by SecM via a cascade of ribosomal RNA rearrangements,47,2006,1,0
5830,Ribosome dynamics: Insights from atomic structure modeling into cryo-electron microscopy maps,47,2006,1,0
5831,Structure Determination of Protein-Protein Complexes Using NMR Chemical Shifts: Case of an Endonuclease Colicin-Immunity Protein Complex,47,2008,1,0
5832,Structure determination of macromolecular assemblies by single-particle analysis of cryo-electron micrographs,47,2004,1,0
5833,Protein NMR Using Paramagnetic Ions,47,2010,1,0
5834,Analysis of X-ray and neutron scattering from biomacromolecular solutions,47,2007,1,0
5835,Global rigid body modeling of macromolecular complexes against small-angle scattering data,47,2005,1,0
5836,Lanthanide labeling offers fast NMR approach to 3D structure determinations of protein-protein complexes,47,2006,1,0
5837,NMR structures of biomolecules using field oriented media and residual dipolar couplings,47,2000,1,0
5838,Subunit Architecture of Multiprotein Assemblies Determined Using Restraints from Gas-Phase Measurements,47,2009,1,0
5839,"X-ray solution scattering (SAXS) combined with crystallography and computation: defining accurate macromolecular structures, conformations and assemblies in solution",47,2007,1,0
5840,Modulation of the alignment tensor of macromolecules dissolved in a dilute liquid crystalline medium,47,1998,1,0
5841,Ion mobility-mass spectrometry analysis of large protein complexes,47,2008,1,0
5842,Evidence for macromolecular protein rings in the absence of bulk water,47,2005,1,0
5843,The structural dynamics of macromolecular processes,47,2009,1,0
5844,A structural perspective on protein-protein interactions,47,2004,1,0
5845,Targeting and tinkering with interaction networks,47,2008,1,0
5846,Direct Use of N-15 Relaxation Rates as Experimental Restraints on Molecular Shape and Orientation for Docking of Protein-Protein Complexes,47,2010,1,0
5847,The role of mass Spectrometry in structure elucidation of dynamic protein complexes,47,2007,1,0
5848,Consistent blind protein structure generation from NMR chemical shift data,47,2008,1,0
5849,Chemical cross-linking and mass spectrometry to map three-dimensional protein structures and protein-protein interactions,47,2006,1,0
5850,Computational docking and solution x-ray scattering predict a membrane-interacting role for the histone domain of the Ras activator son of sevenless,47,2005,1,0
5851,Dynamic interactions of proteins in complex networks: a more structured view,47,2009,1,0
5852,CRYSOL - A program to evaluate x-ray solution scattering of biological macromolecules from atomic coordinates,47,1995,1,0
5853,A map of protein-rRNA distribution in the 70 S Escherichia coli ribosome,47,2000,1,0
5854,Visualization of transient ultra-weak protein self-association in solution using paramagnetic relaxation enhancement,47,2008,1,0
5855,Visualization of transient encounter complexes in protein-protein association,47,2006,1,0
5856,Macromolecular crystal data phased by negative-stained electron-microscopy reconstructions,47,2010,1,0
5857,"The structure of the complex of plastocyanin and cytochrome f, determined by paramagnetic NMR and restrained rigid-body molecular dynamics",47,1998,1,0
5858,Data-driven docking for the study of biomolecular complexes,47,2005,1,0
5859,Combining NMR relaxation with chemical shift perturbation data to drive protein-protein docking,47,2006,1,0
5860,The NMR structure of the 38 kDa U1A protein - PIE RNA complex reveals the basis of cooperativity in regulation of polyadenylation by human U1A protein,47,2000,1,0
5861,Determination of Multicomponent Protein Structures in Solution Using Global Orientation and Shape Restraints,47,2009,1,0
5862,3.3 angstrom Cryo-EM Structure of a Nonenveloped Virus Reveals a Priming Mechanism for Cell Entry,47,2010,1,0
5863,Towards atomic resolution structural determination by single-particle cryo-electron microscopy,47,2008,1,0
5864,Mapping protein-protein interactions in solution by NMR Spectroscopy,47,2002,1,0
5865,Prediction of sterically induced alignment in a dilute liquid crystalline phase: Aid to protein structure determination by NMR,47,2000,1,0
5866,MOLECULAR-POLARIZATION MAPS AS A TOOL FOR STUDIES OF INTERMOLECULAR INTERACTIONS AND CHEMICAL-REACTIVITY,47,1994,1,0
5867,Monotonicity properties of the atomic charge density function,47,1996,1,0
5868,Theoretical investigations on chalcogen-chalcogen interactions: What makes these nonbonded interactions bonding?,47,2006,1,0
5869,SURFACE ELECTROSTATIC POTENTIALS OF HALOGENATED METHANES AS INDICATORS OF DIRECTIONAL INTERMOLECULAR INTERACTIONS,47,1992,1,0
5870,"Quantitative analysis of molecular surfaces: areas, volumes, electrostatic potentials and average local ionization energies",47,2010,1,0
5871,"Perfluorocarbon-hydrocarbon self-assembly, part IX. Halogen bonding versus hydrogen bonding in driving self-assembly processes",47,2000,1,0
5872,HYDROGEN-BOND BREAKING ABILITY OF FLUOROCARBONS CONTAINING HIGHER HALOGENS,47,1974,1,0
5873,Derivation of fused-sphere molecular surfaces from properties of the electrostatic potential distribution,47,1996,1,0
5874,SHAPES AND SIZES OF MOLECULAR ANIONS VIA TOPOGRAPHICAL ANALYSIS OF ELECTROSTATIC POTENTIAL,47,1991,1,0
5875,ATOMIC CHARGE-DENSITY AT THE NUCLEUS AND INEQUALITIES AMONG RADIAL EXPECTATION VALUES,47,1991,1,0
5876,Nature of X-H+delta center dot center dot center dot-delta H-Y dihydrogen bonds and X-H-center dot center dot center dot sigma interaction,47,2004,1,0
5877,FAMILY-INDEPENDENT RELATIONSHIPS BETWEEN COMPUTED MOLECULAR-SURFACE QUANTITIES AND SOLUTE HYDROGEN-BOND ACIDITY BASICITY AND SOLUTE-INDUCED METHANOL O-H INFRARED FREQUENCY-SHIFTS,47,1995,1,0
5878,Computed electrostatic potentials and average local ionization energies on the molecular surfaces of some tetracyclines,47,2001,1,0
5879,Quantitative evaluation of weak nonbonded Se center dot center dot center dot F interactions and their remarkable nature as orbital interactions,47,2002,1,0
5880,Topological analysis of the molecular electrostatic potential,47,1999,1,0
5881,EFFECT OF ELECTRON CORRELATION ON THE ELECTROSTATIC POTENTIAL DISTRIBUTION OF MOLECULES,47,1991,1,0
5882,The unique role of the nitro group in intramolecular interactions: chloronitromethanes,47,2010,1,0
5883,PRINCIPAL COMPONENTS OF IONICITY,47,1994,1,0
5884,INFLUENCE OF POLARIZATION FUNCTIONS ON MOLECULAR ELECTROSTATIC POTENTIALS,47,1978,1,0
